iteration, group, reviewedItemsCount, tp, fp, fn, tn, tpr, ppv, tnr, bm, acc, err, f1
0, All, 0, 581, 30, 19, 2370, 0.9683333333333334, 0.9509001636661211, 0.9875, 0.9558333333333335, 0.9836666666666667, 0.01633333333333333, 0.9595375722543352
0, Under80, 0, 12, 12, 8, 128, 0.6, 0.5, 0.9142857142857143, 0.5142857142857142, 0.875, 0.125, 0.5454545454545454
0, Over80, 0, 569, 18, 11, 2242, 0.9810344827586207, 0.969335604770017, 0.9920353982300885, 0.9730698809887093, 0.9897887323943662, 0.010211267605633803, 0.9751499571550986
1, All, 160, 578, 21, 22, 2379, 0.9633333333333334, 0.9649415692821369, 0.99125, 0.9545833333333333, 0.9856666666666667, 0.014333333333333333, 0.9641367806505421
1, Under80, 160, 6, 12, 10, 126, 0.375, 0.3333333333333333, 0.9130434782608695, 0.2880434782608696, 0.8571428571428571, 0.14285714285714285, 0.35294117647058826
1, Over80, 160, 572, 9, 12, 2253, 0.9794520547945206, 0.9845094664371773, 0.9960212201591512, 0.9754732749536719, 0.9926212227687983, 0.007378777231201687, 0.9819742489270387
2, All, 154, 583, 22, 17, 2378, 0.9716666666666667, 0.9636363636363636, 0.9908333333333333, 0.9624999999999999, 0.987, 0.013, 0.9676348547717842
2, Under80, 154, 11, 9, 12, 159, 0.4782608695652174, 0.55, 0.9464285714285714, 0.4246894409937889, 0.8900523560209425, 0.1099476439790576, 0.5116279069767442
2, Over80, 154, 572, 13, 5, 2219, 0.9913344887348353, 0.9777777777777777, 0.9941756272401434, 0.9855101159749786, 0.9935920256318975, 0.006407974368102528, 0.9845094664371772
3, All, 191, 581, 26, 19, 2374, 0.9683333333333334, 0.957166392092257, 0.9891666666666666, 0.9575, 0.985, 0.015, 0.9627174813587407
3, Under80, 191, 12, 13, 9, 184, 0.5714285714285714, 0.48, 0.934010152284264, 0.5054387237128353, 0.8990825688073395, 0.10091743119266056, 0.5217391304347826
3, Over80, 191, 569, 13, 10, 2190, 0.9827288428324698, 0.9776632302405498, 0.994098955969133, 0.9768277988016028, 0.9917325664989216, 0.00826743350107836, 0.9801894918173987
4, All, 218, 588, 27, 12, 2373, 0.98, 0.9560975609756097, 0.98875, 0.96875, 0.987, 0.013, 0.9679012345679012
4, Under80, 218, 7, 14, 8, 164, 0.4666666666666667, 0.3333333333333333, 0.9213483146067416, 0.3880149812734084, 0.8860103626943006, 0.11398963730569948, 0.3888888888888889
4, Over80, 218, 581, 13, 4, 2209, 0.9931623931623932, 0.9781144781144782, 0.9941494149414941, 0.9873118081038874, 0.9939437121482009, 0.006056287851799074, 0.9855810008481765
5, All, 193, 584, 36, 16, 2364, 0.9733333333333334, 0.9419354838709677, 0.985, 0.9583333333333335, 0.9826666666666667, 0.017333333333333333, 0.9573770491803278
5, Under80, 193, 9, 21, 7, 206, 0.5625, 0.3, 0.9074889867841409, 0.4699889867841409, 0.8847736625514403, 0.11522633744855967, 0.3913043478260869
5, Over80, 193, 575, 15, 9, 2158, 0.9845890410958904, 0.9745762711864406, 0.9930971007823286, 0.977686141878219, 0.9912948857453754, 0.008705114254624592, 0.9795570698466779
6, All, 243, 592, 42, 8, 2358, 0.9866666666666667, 0.9337539432176656, 0.9825, 0.9691666666666667, 0.9833333333333333, 0.016666666666666666, 0.959481361426256
6, Under80, 243, 9, 17, 5, 204, 0.6428571428571429, 0.34615384615384615, 0.9230769230769231, 0.5659340659340661, 0.9063829787234042, 0.09361702127659574, 0.45
6, Over80, 243, 583, 25, 3, 2154, 0.9948805460750854, 0.9588815789473685, 0.9885268471776044, 0.9834073932526897, 0.9898734177215189, 0.010126582278481013, 0.9765494137353434
7, All, 235, 587, 37, 13, 2363, 0.9783333333333334, 0.9407051282051282, 0.9845833333333334, 0.9629166666666666, 0.9833333333333333, 0.016666666666666666, 0.9591503267973855
