iteration, group, reviewedItemsCount, tp, fp, fn, tn, tpr, ppv, tnr, bm, acc, err, f1
0, All, 0, 576, 43, 24, 2357, 0.96, 0.9305331179321487, 0.9820833333333333, 0.9420833333333332, 0.9776666666666667, 0.022333333333333334, 0.945036915504512
0, Under80, 0, 29, 7, 16, 108, 0.6444444444444445, 0.8055555555555556, 0.9391304347826087, 0.5835748792270532, 0.85625, 0.14375, 0.7160493827160493
0, Over80, 0, 547, 36, 8, 2249, 0.9855855855855856, 0.9382504288164666, 0.9842450765864332, 0.969830662172019, 0.9845070422535211, 0.015492957746478873, 0.9613356766256591
1, All, 160, 568, 51, 32, 2349, 0.9466666666666667, 0.9176090468497576, 0.97875, 0.9254166666666666, 0.9723333333333334, 0.027666666666666666, 0.9319114027891715
1, Under80, 160, 15, 15, 20, 104, 0.42857142857142855, 0.5, 0.8739495798319328, 0.3025210084033614, 0.7727272727272727, 0.22727272727272727, 0.4615384615384615
1, Over80, 160, 553, 36, 12, 2245, 0.9787610619469026, 0.9388794567062818, 0.9842174484875055, 0.9629785104344082, 0.983134223471539, 0.016865776528460996, 0.9584055459272096
2, All, 154, 583, 38, 17, 2362, 0.9716666666666667, 0.9388083735909822, 0.9841666666666666, 0.9558333333333333, 0.9816666666666667, 0.018333333333333333, 0.954954954954955
2, Under80, 154, 22, 19, 7, 143, 0.7586206896551724, 0.5365853658536586, 0.8827160493827161, 0.6413367390378886, 0.8638743455497382, 0.13612565445026178, 0.6285714285714286
2, Over80, 154, 561, 19, 10, 2219, 0.9824868651488616, 0.9672413793103448, 0.9915102770330653, 0.9739971421819269, 0.9896760412958349, 0.010323958704165184, 0.9748045178105994
3, All, 191, 575, 36, 25, 2364, 0.9583333333333334, 0.9410801963993454, 0.985, 0.9433333333333334, 0.9796666666666667, 0.02033333333333333, 0.9496284062758052
3, Under80, 191, 27, 18, 17, 156, 0.6136363636363636, 0.6, 0.896551724137931, 0.5101880877742948, 0.8394495412844036, 0.16055045871559634, 0.6067415730337078
3, Over80, 191, 548, 18, 8, 2208, 0.9856115107913669, 0.9681978798586572, 0.9919137466307277, 0.9775252574220947, 0.9906542056074766, 0.009345794392523364, 0.9768270944741533
4, All, 218, 560, 47, 40, 2353, 0.9333333333333333, 0.9225700164744646, 0.9804166666666667, 0.9137500000000001, 0.971, 0.029, 0.927920463960232
4, Under80, 218, 25, 30, 23, 115, 0.5208333333333334, 0.45454545454545453, 0.7931034482758621, 0.3139367816091956, 0.7253886010362695, 0.27461139896373055, 0.48543689320388356
4, Over80, 218, 535, 17, 17, 2238, 0.9692028985507246, 0.9692028985507246, 0.9924611973392461, 0.9616640958899707, 0.9878874242964019, 0.012112575703598147, 0.9692028985507246
5, All, 193, 562, 39, 38, 2361, 0.9366666666666666, 0.9351081530782029, 0.98375, 0.9204166666666667, 0.9743333333333334, 0.025666666666666667, 0.9358867610324729
5, Under80, 193, 35, 26, 22, 160, 0.6140350877192983, 0.5737704918032787, 0.8602150537634409, 0.47425014148273914, 0.8024691358024691, 0.19753086419753085, 0.5932203389830507
5, Over80, 193, 527, 13, 16, 2201, 0.9705340699815838, 0.975925925925926, 0.9941282746160794, 0.9646623445976632, 0.9894813202756619, 0.01051867972433805, 0.9732225300092336
6, All, 243, 575, 40, 25, 2360, 0.9583333333333334, 0.9349593495934959, 0.9833333333333333, 0.9416666666666667, 0.9783333333333334, 0.021666666666666667, 0.9465020576131687
6, Under80, 243, 26, 19, 13, 177, 0.6666666666666666, 0.5777777777777777, 0.9030612244897959, 0.5697278911564625, 0.8638297872340426, 0.13617021276595745, 0.619047619047619
6, Over80, 243, 549, 21, 12, 2183, 0.9786096256684492, 0.9631578947368421, 0.9904718693284936, 0.9690814949969428, 0.9880650994575045, 0.011934900542495479, 0.9708222811671088
7, All, 235, 582, 38, 18, 2362, 0.97, 0.9387096774193548, 0.9841666666666666, 0.9541666666666666, 0.9813333333333333, 0.018666666666666668, 0.9540983606557377
7, Under80, 235, 25, 17, 11, 138, 0.6944444444444444, 0.5952380952380952, 0.8903225806451613, 0.5847670250896058, 0.8534031413612565, 0.14659685863874344, 0.6410256410256411
7, Over80, 235, 557, 21, 7, 2224, 0.9875886524822695, 0.9636678200692042, 0.9906458797327394, 0.978234532215009, 0.9900320398718405, 0.009967960128159488, 0.9754816112084063
8, All, 191, 574, 50, 26, 2350, 0.9566666666666667, 0.9198717948717948, 0.9791666666666666, 0.9358333333333333, 0.9746666666666667, 0.025333333333333333, 0.9379084967320261
8, Under80, 191, 20, 27, 15, 179, 0.5714285714285714, 0.425531914893617, 0.8689320388349514, 0.4403606102635229, 0.8257261410788381, 0.17427385892116182, 0.4878048780487805
8, Over80, 191, 554, 23, 11, 2171, 0.9805309734513274, 0.9601386481802426, 0.9895168641750228, 0.9700478376263502, 0.9876766944545124, 0.012323305545487495, 0.9702276707530649
9, All, 241, 576, 26, 24, 2374, 0.96, 0.9568106312292359, 0.9891666666666666, 0.9491666666666667, 0.9833333333333333, 0.016666666666666666, 0.9584026622296172
9, Under80, 241, 29, 15, 15, 143, 0.6590909090909091, 0.6590909090909091, 0.9050632911392406, 0.5641542002301496, 0.8514851485148515, 0.1485148514851485, 0.6590909090909091
9, Over80, 241, 547, 11, 9, 2231, 0.9838129496402878, 0.9802867383512545, 0.9950936663693131, 0.9789066160096009, 0.9928520371694067, 0.007147962830593281, 0.9820466786355475
10, All, 202, 576, 47, 24, 2353, 0.96, 0.9245585874799358, 0.9804166666666667, 0.9404166666666667, 0.9763333333333334, 0.023666666666666666, 0.9419460343417825
10, Under80, 202, 25, 31, 15, 174, 0.625, 0.44642857142857145, 0.848780487804878, 0.4737804878048779, 0.8122448979591836, 0.18775510204081633, 0.5208333333333334
