iteration, group, reviewedItemsCount, tp, fp, fn, tn, tpr, ppv, tnr, bm, acc, err, f1
3, Over80, 229, 462, 7, 45, 2844, 0.9112426035502958, 0.9850746268656716, 0.9975447211504735, 0.9087873247007694, 0.984514592019059, 0.015485407980941036, 0.9467213114754098
4, All, 242, 518, 14, 82, 2986, 0.8633333333333333, 0.9736842105263158, 0.9953333333333333, 0.8586666666666667, 0.9733333333333334, 0.02666666666666667, 0.9151943462897526
4, Under80, 242, 57, 13, 41, 170, 0.5816326530612245, 0.8142857142857143, 0.9289617486338798, 0.5105944016951043, 0.8078291814946619, 0.19217081850533807, 0.6785714285714286
4, Over80, 242, 461, 1, 41, 2816, 0.9183266932270916, 0.9978354978354979, 0.9996450124245652, 0.9179717056516568, 0.9873455860198855, 0.012654413980114493, 0.9564315352697096
5, All, 281, 525, 20, 75, 2980, 0.875, 0.963302752293578, 0.9933333333333333, 0.8683333333333332, 0.9736111111111111, 0.02638888888888889, 0.9170305676855894
5, Under80, 281, 63, 13, 46, 142, 0.5779816513761468, 0.8289473684210527, 0.9161290322580645, 0.4941106836342113, 0.7765151515151515, 0.22348484848484848, 0.6810810810810811
5, Over80, 281, 462, 7, 29, 2838, 0.9409368635437881, 0.9850746268656716, 0.9975395430579965, 0.9384764066017848, 0.9892086330935251, 0.01079136690647482, 0.9625
6, All, 264, 503, 14, 97, 2986, 0.8383333333333334, 0.9729206963249516, 0.9953333333333333, 0.8336666666666668, 0.9691666666666666, 0.030833333333333334, 0.900626678603402
6, Under80, 264, 72, 6, 51, 160, 0.5853658536585366, 0.9230769230769231, 0.963855421686747, 0.5492212753452836, 0.8027681660899654, 0.1972318339100346, 0.7164179104477613
6, Over80, 264, 431, 8, 46, 2826, 0.9035639412997903, 0.9817767653758542, 0.9971771347918137, 0.9007410760916041, 0.9836907278767744, 0.01630927212322561, 0.941048034934498
7, All, 289, 538, 21, 62, 2979, 0.8966666666666666, 0.962432915921288, 0.993, 0.8896666666666666, 0.9769444444444444, 0.023055555555555555, 0.9283865401207938
7, Under80, 289, 78, 16, 27, 143, 0.7428571428571429, 0.8297872340425532, 0.89937106918239, 0.6422282120395328, 0.8371212121212122, 0.16287878787878787, 0.7839195979899497
7, Over80, 289, 460, 5, 35, 2836, 0.9292929292929293, 0.989247311827957, 0.9982400563181978, 0.9275329856111272, 0.988009592326139, 0.011990407673860911, 0.9583333333333333
8, All, 264, 519, 12, 81, 2988, 0.865, 0.9774011299435028, 0.996, 0.861, 0.9741666666666666, 0.025833333333333333, 0.9177718832891246
8, Under80, 264, 54, 8, 46, 168, 0.54, 0.8709677419354839, 0.9545454545454546, 0.4945454545454546, 0.8043478260869565, 0.1956521739130435, 0.6666666666666666
8, Over80, 264, 465, 4, 35, 2820, 0.93, 0.9914712153518124, 0.9985835694050992, 0.9285835694050992, 0.9882671480144405, 0.011732851985559567, 0.9597523219814242
9, All, 276, 517, 20, 83, 2980, 0.8616666666666667, 0.962756052141527, 0.9933333333333333, 0.855, 0.9713888888888889, 0.02861111111111111, 0.909410729991205
9, Under80, 276, 82, 16, 45, 135, 0.6456692913385826, 0.8367346938775511, 0.8940397350993378, 0.5397090264379205, 0.7805755395683454, 0.21942446043165467, 0.7288888888888888
9, Over80, 276, 435, 4, 38, 2845, 0.919661733615222, 0.9908883826879271, 0.9985959985959986, 0.9182577322112206, 0.9873570138470801, 0.012642986152919929, 0.9539473684210525
10, All, 278, 491, 12, 109, 2988, 0.8183333333333334, 0.9761431411530815, 0.996, 0.8143333333333334, 0.9663888888888889, 0.03361111111111111, 0.8902991840435177
10, Under80, 278, 68, 7, 50, 147, 0.576271186440678, 0.9066666666666666, 0.9545454545454546, 0.5308166409861326, 0.7904411764705882, 0.20955882352941177, 0.7046632124352331
10, Over80, 278, 423, 5, 59, 2841, 0.8775933609958506, 0.9883177570093458, 0.9982431482782853, 0.8758365092741358, 0.9807692307692307, 0.019230769230769232, 0.9296703296703296
